Gender;Age;Employment Status;Education;Matrial Status;Income;LoanApproved
Female;40;Full time;High;Married;High;No
Female;43;Full time;High;Married;High;No
Female;51;Unemployed;Low;Married;Medium;No
Male;39;Unemployed;High;Married;High;Yes 
Female;37;Part time;High;DP;High;Yes 
Male;21;A student;High;Single;Low;No
Female;54;Unemployed;High;Married;High;Yes 
Male;21;A student;Low;Single;Low;Yes 
Female;44;Unemployed;Low;DP;Medium;Yes 
Male;58;Full time;High;Married;Medium;No
Female;49;Unemployed;Low;Single;Low;No
Female;43;Self employed;High;Single;High;No
Female;54;Part time;High;Divorced;Medium;No
Female;37;Self employed;High;Married;High;No
Female;20;A student;Medium;Single;Medium;Yes 
Female;29;Full time;High;Married;High;No
Male;34;Full time;High;Married;High;No
Male;24;A student;Low;Single;Low;No
Female;27;Full time;High;Single;Medium;No
Male;34;Full time;Low;Married;Medium;Yes 
Male;22;Full time;Low;DP;High;No
Male;59;Unemployed;Medium;Single;Low;Yes 
Male;43;Full time;High;Single;High;No
Female;31;Unemployed;Low;DP;Medium;No
Female;29;Part time;High;Married;Medium;No
Female;44;Part time;High;DP;High;Yes 
Male;39;Full time;High;Married;High;Yes 
Male;52;Full time;High;Married;Medium;No
Female;22;A student;Low;Single;Low;Yes 
Male;54;Full time;Low;Married;High;No
Female;41;Unemployed;High;Married;Medium;Yes 
Male;59;Unemployed;High;Single;Low;Yes 
Female;54;Part time;Medium;DP;Medium;Yes 
Female;37;Full time;High;Single;High;Yes 
Female;22;Full time;Medium;Married;Medium;Yes 
Male;53;Full time;Low;Single;Medium;Yes 
Female;58;Unemployed;Low;Married;Medium;Yes 
Female;49;Unemployed;Medium;Married;High;Yes 
Male;24;Full time;High;Single;High;No
Male;47;Full time;High;Married;High;Yes 
Female;23;Unemployed;High;Single;High;No
Male;54;Full time;Low;Divorced;Medium;Yes 
Female;30;Part time;High;Married;High;No
Female;23;Full time;High;Single;Medium;No
Male;53;Self employed;Low;Married;Medium;Yes 
Female;36;Full time;High;Married;High;Yes 
Female;53;Full time;High;Married;Medium;Yes 
Female;28;A student;Low;Married;High;No
Male;34;Full time;High;Single;High;No
Female;38;Self employed;Medium;Single;High;No
Female;38;Full time;High;Married;Medium;No
Male;20;A student;Low;Single;High;No
Female;62;Full time;Medium;DP;High;No
Male;47;Self employed;Medium;Single;High;Yes 
Male;40;Unemployed;High;Divorced;Low;No
Male;23;A student;Medium;Single;High;Yes 
Male;23;Full time;High;Single;High;No
Female;32;Unemployed;Low;DP;Medium;No
Female;54;Unemployed;Medium;Married;Medium;No
Male;52;Full time;High;Widowed;High;No
Male;48;Full time;Medium;Married;Medium;No
Male;20;A student;Low;Single;Low;No
Male;22;A student;Low;Single;Low;No
Male;43;Full time;Medium;Married;Medium;Yes 
Female;29;Full time;High;Single;Medium;Yes 
Female;35;Full time;Low;Single;Low;Yes 
Female;43;Unemployed;High;Married;High;No
Male;47;Full time;Medium;Married;High;No
Female;30;Full time;High;DP;Medium;Yes 
Female;27;Full time;Low;Married;High;Yes 
Female;51;Full time;Low;Married;High;No
Male;61;Part time;High;Married;High;No
Male;33;Full time;High;Married;High;Yes 
Male;58;Full time;High;Married;High;No
Female;30;Unemployed;High;Married;Medium;No
Female;44;Full time;High;Single;Medium;No
Female;54;Part time;Low;Married;Medium;Yes 
Female;21;Full time;High;Single;Low;No
Female;53;Retired;Medium;Divorced;Medium;No
Female;28;Self employed;High;Married;High;Yes 
Female;53;Full time;Low;Divorced;Medium;Yes 
Female;56;Retired;High;Married;High;Yes 
Female;34;Unemployed;Low;DP;Low;No
Female;51;Full time;High;Single;Medium;No
Female;22;Full time;High;Single;High;No
Female;46;Unemployed;Low;Divorced;Low;No
Female;61;Unemployed;Medium;Married;High;Yes 
Female;28;Full time;High;DP;High;No
Female;34;Self employed;Medium;Married;Medium;No
Female;54;Unemployed;Low;Married;Medium;No
Female;64;Retired;Medium;Married;Medium;No
Female;42;Part time;High;Single;High;Yes 
Male;64;Full time;Low;Married;Medium;Yes 
Female;53;Retired;Low;Married;Low;No
Female;64;Part time;High;Divorced;Medium;Yes 
Male;59;Unemployed;Low;Married;Medium;Yes 
Female;27;Prefer not to answer;High;Single;Medium;Yes 
Male;62;Self employed;Medium;Married;Medium;Yes 
Male;22;A student;High;Single;High;Yes 
Female;30;Part time;High;Single;High;Yes 
Male;52;Full time;Medium;Married;High;No
Male;35;Part time;Medium;Married;High;Yes 
Female;42;Self employed;High;Divorced;Low;No
Male;32;Full time;Medium;DP;High;No
Female;46;Full time;Medium;Married;Medium;No
Female;32;Full time;High;Single;Low;Yes 
Female;37;Full time;Medium;Married;High;Yes 
Female;61;Unemployed;Low;Divorced;Low;Yes 
Male;31;Full time;High;Married;High;Yes 
Male;55;Unemployed;Low;Single;Low;No
Female;22;A student;High;Single;High;No
Male;42;Full time;High;Married;High;Yes 
Male;33;Full time;High;Married;High;No
Female;37;Full time;High;Married;High;No
Male;44;Full time;Low;Married;Medium;No
Male;27;Part time;High;Married;High;Yes 
Female;46;Unemployed;Medium;Married;High;No
Male;51;Full time;High;Married;Medium;No
Female;61;Part time;High;Married;Medium;No
Female;53;Part time;Low;Married;High;Yes 
Female;59;Unemployed;Low;Married;Medium;No
Male;44;Part time;Low;Married;Medium;Yes 
Male;27;Full time;High;Single;Low;Yes 
Female;36;Full time;Low;DP;High;Yes 
Female;34;Self employed;High;Married;High;No
Male;52;Full time;High;Married;High;Yes 
Male;53;Unemployed;Medium;Married;Medium;No
Male;41;Full time;Low;Divorced;Medium;No
Female;22;A student;Low;Single;Low;No
Male;60;Full time;Medium;Married;High;Yes 
Female;26;Unemployed;High;Married;High;Yes 
Female;26;Full time;High;Single;Medium;Yes 
Male;60;Full time;Low;Married;High;Yes 
Female;35;Full time;High;DP;Medium;Yes 
Female;28;Full time;High;DP;Medium;No
Female;57;Unemployed;Low;Divorced;Low;No
Female;32;Self employed;High;DP;High;Yes 
Female;42;Unemployed;Low;DP;High;Yes 
Female;23;Full time;Medium;DP;Medium;No
Male;61;Unemployed;Low;Married;Medium;No
Male;34;Full time;Medium;Married;High;Yes 
Male;21;A student;Medium;Single;Medium;No
Female;53;Retired;High;DP;Low;No
Male;32;Full time;High;DP;Medium;Yes 
Male;59;Full time;Low;Married;High;No
Male;53;Full time;Medium;Married;Low;Yes 
Female;31;Part time;High;Married;Medium;No
Female;55;Full time;Low;Married;High;Yes 
Female;24;Full time;High;Married;Medium;No
Female;41;Unemployed;Low;Married;Low;No
Female;34;Full time;High;DP;High;Yes 
Male;58;Full time;Low;Married;Medium;Yes 
Male;50;Retired;Low;Divorced;Low;No
Female;32;Full time;High;Single;Medium;Yes 
Female;39;Full time;Medium;Single;Medium;Yes 
Female;32;Full time;High;DP;High;Yes 
Male;63;Full time;Low;Married;Medium;Yes 
Male;38;Full time;High;Married;High;No
Male;58;Full time;Medium;Married;High;No
Male;36;Full time;High;Single;Medium;Yes 
Female;52;Unemployed;Low;DP;Medium;Yes 
Female;33;Full time;Low;Married;Low;No
Male;52;Retired;High;DP;High;Yes 
Female;58;Retired;Medium;Widowed;Medium;No
Male;22;Full time;High;Single;High;Yes 
Male;40;Full time;High;Married;High;Yes 
Female;24;Full time;High;DP;High;Yes 
Female;58;Full time;Medium;Married;High;Yes 
Female;37;Unemployed;High;Married;High;No
Female;57;Unemployed;Low;Married;Medium;Yes 
Male;30;Full time;High;Married;High;Yes 
Male;41;Full time;High;Married;High;Yes 
Male;25;Full time;High;Single;High;No
Female;53;Full time;Low;Married;High;No
Female;21;A student;Low;DP;Medium;No
Male;63;Part time;High;Married;High;No
Male;35;Full time;High;Divorced;Medium;No
Female;20;A student;Low;Single;High;Yes 
Male;51;Unemployed;Low;Single;Low;No
Female;25;Part time;Low;Married;Low;No
Female;51;Self employed;High;Married;High;Yes 
Male;26;Full time;High;Single;High;No
Female;29;Part time;High;Married;High;Yes 
Male;49;Full time;High;Married;Medium;No
Male;20;A student;Medium;Single;High;No
Female;46;Unemployed;Medium;Married;Medium;No
Male;47;Full time;High;Single;Medium;No
Male;42;Full time;Low;DP;Medium;Yes 
Male;50;Retired;Medium;DP;Medium;Yes 
Male;50;Full time;Low;Married;High;Yes 
Male;48;Full time;Medium;Married;High;No
Male;64;Retired;Medium;Divorced;Low;Yes 
Male;31;Full time;Low;Single;Low;Yes 
Male;55;Retired;Low;Married;Medium;No
Female;50;Unemployed;Medium;Single;Low;No
Female;47;Unemployed;Low;Married;High;Yes 
Male;40;Full time;High;Married;High;Yes 
Male;45;Full time;Low;Divorced;Medium;Yes 
Male;39;Unemployed;Medium;Divorced;Low;Yes 
Female;53;Unemployed;Medium;Divorced;Low;No
Female;24;Full time;High;Single;High;No
Female;53;Full time;Medium;Married;High;No
Female;40;Unemployed;Low;Married;Medium;No
Female;27;Full time;Low;Single;Low;Yes 
Male;29;Full time;High;Married;High;No
Male;21;Part time;Medium;Single;Medium;Yes 
Male;45;Full time;High;DP;High;Yes 
Female;25;Full time;Low;Single;Medium;No
Male;43;Full time;Medium;Single;Medium;No
Female;25;Part time;Medium;Single;Medium;No
Female;51;Prefer not to answer;Low;Widowed;Medium;Yes 
Male;45;Part time;Low;DP;Medium;Yes 
Female;51;Full time;Medium;Married;High;No
Female;64;Full time;Medium;Single;Medium;No
Male;51;Full time;Medium;Divorced;Medium;Yes 
Female;44;Part time;Low;DP;Medium;Yes 
Female;52;Unemployed;Low;Married;Medium;No
Female;49;Retired;Medium;Married;Medium;Yes 
Male;47;Full time;Low;DP;Medium;No
Female;43;Part time;Low;Married;High;No
Female;25;Full time;High;DP;Medium;Yes 
Female;21;Full time;High;Single;High;Yes 
Female;46;Part time;High;Divorced;Low;Yes 
Male;34;Full time;High;Married;High;No
Female;28;Unemployed;High;Married;Low;No
Male;25;Full time;High;Single;High;No
Male;49;Full time;High;Married;High;Yes 
Male;32;Full time;High;Married;High;Yes 
Female;33;Full time;High;Divorced;Medium;Yes 
Male;25;A student;High;Single;Low;No
Female;39;Part time;Medium;Married;Medium;Yes 
Male;43;Unemployed;Low;DP;Medium;Yes 
Male;47;Full time;Medium;Single;High;Yes 
Female;53;Unemployed;Medium;Divorced;High;Yes 
Female;26;Full time;Low;Married;High;Yes 
Female;25;Full time;High;Married;High;No
Female;51;Part time;Medium;Married;Medium;Yes 
Female;51;Part time;Medium;Divorced;Medium;No
Female;23;Self employed;Low;DP;Medium;No
Male;21;A student;Medium;Single;High;Yes 
Female;30;Full time;High;Single;High;No
Female;34;Full time;Medium;DP;High;No
Female;22;Full time;High;Single;High;No
Male;24;Full time;High;Married;High;No
Male;22;A student;Medium;Single;Medium;No
Female;38;Part time;High;Single;Medium;Yes 
Female;53;Full time;Low;DP;Low;No
Female;31;Part time;High;Married;High;Yes 
Female;31;Self employed;Medium;Single;Low;Yes 
Female;34;Full time;Medium;DP;High;Yes 
Male;36;Full time;High;Married;Medium;No
Male;30;Full time;High;Single;High;No
Female;47;Unemployed;High;Married;Medium;No
Male;44;Full time;High;Married;High;No
Male;60;Unemployed;Low;Married;Low;No
Male;34;Full time;High;Married;High;No
Female;51;Unemployed;Low;Divorced;Medium;Yes 
Female;54;Retired;Medium;Widowed;Medium;Yes 
Male;64;Retired;Low;Divorced;Low;Yes 
Female;35;Unemployed;High;DP;High;No
Female;34;Full time;High;Married;High;Yes 
Female;34;Full time;Medium;DP;High;No
Female;23;Part time;Medium;DP;Low;Yes 
Female;53;Unemployed;Low;Divorced;Low;Yes 
Female;44;Part time;Low;Married;Low;No
Female;33;Full time;High;Single;Medium;Yes 
Male;24;Part time;Medium;Single;Medium;No
Male;49;Full time;High;Married;High;No
Female;61;Part time;Medium;Single;Low;Yes 
Female;33;Unemployed;Low;DP;Low;No
Female;24;Part time;Low;Married;Medium;No
Male;46;Full time;High;Single;Medium;No
Female;23;A student;High;Single;High;No
Male;37;Full time;Medium;Married;Medium;Yes 
Female;39;Part time;High;Married;High;Yes 
Male;37;Full time;Medium;DP;High;No
Female;25;Unemployed;Low;Single;Medium;Yes 
Female;34;Unemployed;Medium;Married;Medium;No
Female;43;Full time;Medium;Single;Medium;No
Female;38;Full time;High;Single;Medium;No
Female;39;Full time;High;Single;Medium;Yes 
Female;26;Self employed;High;Single;High;No
Female;22;A student;Medium;Married;Medium;No
Female;32;Part time;Low;Married;Medium;No
Male;57;Self employed;Medium;DP;High;Yes 
Female;29;Self employed;High;Married;High;No
Male;50;Self employed;High;Married;High;No
Male;56;Full time;Low;Married;Medium;No
Female;57;Unemployed;Medium;Married;Low;No
Female;30;Part time;High;Married;Low;Yes 
Male;26;Full time;High;Single;Medium;Yes 
Female;61;Unemployed;Low;Widowed;Low;Yes 
Male;30;Full time;High;Married;Low;No
Female;62;Full time;High;DP;Medium;Yes 
Male;29;Full time;High;Single;High;Yes 
Male;38;Full time;Medium;Married;Medium;Yes 
Female;37;Full time;Medium;Married;High;No
Female;24;Full time;High;Single;High;Yes 
Male;28;Full time;High;Single;High;Yes 
Female;54;Full time;Low;Single;Medium;No
Female;22;Unemployed;High;Single;Medium;No
Male;20;Part time;High;Single;Low;No
Female;20;A student;High;Single;High;No
Female;25;Unemployed;Low;Married;High;No
Female;24;Full time;High;Single;High;No
Male;30;Full time;High;DP;High;No
Male;21;Full time;High;Single;High;Yes 
Male;22;Full time;High;Single;High;No
Male;54;Unemployed;Medium;DP;Medium;No
Male;42;Full time;High;Married;Medium;No
Female;53;Unemployed;High;Divorced;Medium;Yes 
Female;20;A student;Medium;Single;Low;Yes 
Male;52;Full time;Low;Divorced;Medium;Yes 
Male;54;Self employed;High;Single;High;No
Female;34;Part time;High;Married;High;No
Female;26;Full time;High;Single;Medium;Yes 
Female;27;Full time;High;Married;High;No
Male;56;Unemployed;High;Single;Low;No
Male;49;Unemployed;Low;Divorced;Low;Yes 
Male;33;Full time;Low;Married;High;No
Male;21;Self employed;High;Single;High;Yes 
Male;40;Full time;Medium;DP;Medium;No
Male;24;Full time;High;DP;Medium;No
Female;34;Part time;High;Married;High;Yes 
Female;43;Full time;High;Single;Medium;No
Female;53;Part time;Medium;Married;Medium;Yes 
Female;25;Full time;Medium;Married;High;No
Male;22;Full time;Medium;Single;Medium;No
Female;60;Retired;High;Married;Medium;No
Female;60;Part time;High;Married;Low;Yes 
Female;23;Prefer not to answer;High;Married;High;No
Male;42;Full time;Medium;Married;Medium;Yes 
Female;35;Part time;High;Married;Low;No
Male;48;Full time;High;Married;High;No
Male;37;Full time;High;DP;Medium;Yes 
Male;40;Full time;High;Married;Medium;Yes 
Male;30;Full time;High;Married;Low;Yes 
Female;31;Full time;High;Married;Low;No
Male;44;Full time;Medium;Single;Medium;No
Male;41;Full time;High;DP;Low;No
Female;42;Unemployed;High;Married;High;Yes 
Female;24;A student;High;Single;Low;No
Male;50;Self employed;Medium;DP;Low;No
Female;30;A student;High;DP;Low;No
Female;31;Full time;High;Married;Low;No
Female;36;Self employed;High;Single;Low;No
Female;32;Unemployed;Medium;Single;Medium;Yes 
Female;38;Unemployed;High;Married;Low;No
Female;38;Part time;Medium;Married;Low;Yes 
Female;27;Unemployed;High;DP;High;No
Male;40;Full time;High;Married;Low;Yes 
Female;45;Full time;High;Married;Low;No
Male;46;Full time;High;Married;High;Yes 
Male;35;Unemployed;Medium;Divorced;Medium;No
Female;23;Unemployed;High;DP;Low;No
Male;58;Full time;High;Married;High;Yes 
Male;59;Self employed;Medium;Single;High;No
Female;46;Part time;Medium;Single;Low;Yes 
Male;53;Retired;Medium;Single;Medium;Yes 
Female;40;Full time;Medium;Married;High;Yes 
Female;31;Full time;High;DP;Low;Yes 
Female;44;Part time;Medium;Married;Low;No
Male;37;Part time;High;Single;High;No
Female;36;A student;Medium;Married;Low;Yes 
Male;60;Part time;Medium;Married;High;Yes 
Male;45;Unemployed;Medium;Married;Low;Yes 
Female;49;Full time;High;Married;Low;No
Female;48;Part time;Medium;Married;Medium;Yes 
Female;25;Full time;High;Married;High;Yes 
Male;53;Full time;High;Married;Low;Yes 
Female;53;Unemployed;High;Married;Low;Yes 
Female;39;Full time;High;Single;Medium;Yes 
Female;33;Unemployed;Low;Single;Low;Yes 
Female;37;Full time;High;Married;Low;Yes 
Female;38;Unemployed;Medium;Married;Low;No
Female;21;A student;High;Single;High;Yes 
Female;50;Full time;Low;Married;Low;No
Female;42;Full time;Medium;Married;High;Yes 
Female;28;Full time;Medium;DP;Low;No
Female;38;Full time;High;DP;Medium;Yes 
Female;51;Full time;High;Divorced;Medium;No
Female;40;Full time;High;Married;High;No
Female;45;Unemployed;Medium;Married;Medium;Yes 
Female;44;A student;Medium;Married;Low;No
Female;49;Unemployed;Medium;Married;Medium;Yes 
Female;43;Unemployed;Medium;Single;Low;No
Female;51;Unemployed;High;Single;Low;No
Female;48;Unemployed;Medium;Married;Low;No
Female;29;Full time;Medium;DP;Medium;No
Female;24;A student;Medium;DP;Low;No
Female;23;Full time;High;DP;Low;No
Female;27;Unemployed;High;Married;Medium;Yes 
Female;34;Full time;Low;Married;High;No
Female;25;Part time;Medium;Single;Low;No
Male;37;Unemployed;Medium;DP;Medium;Yes 
Female;50;Retired;High;Single;Low;No
Female;28;Full time;High;Single;Medium;Yes 
Female;40;Part time;Low;Married;Low;Yes 
Female;40;Part time;Medium;Single;Low;Yes 
Female;30;Part time;High;Married;Medium;Yes 
Male;28;Part time;High;Single;Low;Yes 
Female;37;Unemployed;High;Married;Medium;No
Female;35;Part time;Medium;Married;Low;Yes 
Female;43;Unemployed;Medium;Single;Low;Yes 
Male;31;Part time;High;Single;High;No
Male;32;Full time;Low;Married;Low;No
Male;32;Part time;High;Married;Low;No
Female;51;Full time;Medium;Married;High;Yes 
Male;61;Full time;High;Single;High;Yes 
Female;22;Full time;High;Married;High;Yes 
Male;55;Full time;Medium;Married;Medium;Yes 
Female;51;Full time;High;Married;Low;No
Male;36;Self employed;Medium;Married;Medium;Yes 
Female;43;Unemployed;Low;Married;Medium;Yes 
Female;37;Unemployed;High;Divorced;Low;Yes 
Male;42;Full time;High;Married;Low;Yes 
Male;30;Full time;High;Married;Medium;Yes 
Female;36;Part time;Medium;Married;Medium;No
Male;39;Full time;High;Married;Medium;No
Male;39;Self employed;Low;Married;Low;Yes 
Female;22;A student;Low;Single;Low;Yes 
Female;41;Part time;Medium;Divorced;Low;Yes 
Male;34;Full time;Low;Single;Medium;Yes 
Male;54;Full time;High;Married;Medium;No
Male;30;Unemployed;Low;DP;Low;Yes 
Male;33;Full time;Medium;Single;Medium;No
Female;44;Full time;Medium;Divorced;Low;No
Male;51;Full time;Low;Married;Medium;No
Male;47;Full time;Medium;Divorced;Medium;No
Female;28;Part time;High;Single;Low;Yes 
Male;62;Full time;Low;Married;Low;No
Female;44;Part time;Medium;DP;High;No
Male;36;Full time;Low;Single;Low;Yes 
Female;37;Part time;High;Married;Low;Yes 
Male;41;Full time;High;Married;High;No
Female;42;Unemployed;Medium;Married;Medium;Yes 
Female;39;Self employed;Low;DP;Medium;Yes 
Male;53;Part time;Medium;Married;High;Yes 
Female;45;Part time;High;Married;Medium;No
Female;30;Unemployed;High;Married;Medium;No
Female;35;Full time;Medium;Married;Low;No
Female;52;Retired;High;Single;Low;No
Male;63;Self employed;Medium;Married;Low;Yes 
Male;23;Self employed;High;DP;High;Yes 
Male;47;Full time;High;Married;High;No
Female;36;Full time;Low;Married;Low;No
Male;50;Full time;Low;Married;Low;No
Female;42;Part time;High;Married;Low;No
Female;58;Unemployed;Low;Married;Medium;No
Male;38;Part time;Low;Married;Low;No
Female;23;Unemployed;Medium;DP;Low;Yes 
Male;45;Full time;Low;DP;High;Yes 
Female;43;Part time;Low;Single;Medium;Yes 
Female;36;Unemployed;Medium;DP;Low;No
Male;32;Full time;High;Married;Medium;Yes 
Male;52;Retired;Medium;Divorced;Medium;No
Male;32;Full time;Medium;DP;Medium;Yes 
Female;41;Prefer not to answer;High;Married;High;Yes 
Female;39;Unemployed;Low;Married;Low;No
Male;52;Full time;Medium;Divorced;Low;Yes 
Male;45;Full time;Medium;Married;Medium;Yes 
Female;24;Unemployed;High;DP;Medium;Yes 
Female;29;Full time;High;Married;Medium;No
Male;58;Self employed;Medium;Married;High;No
Male;49;Full time;High;Married;High;Yes 
Female;36;Full time;Low;Single;Low;Yes 
Male;40;Full time;High;Divorced;Low;Yes 
Male;36;Part time;High;Married;Medium;Yes 
Male;56;Full time;High;Married;Low;Yes 
Male;39;Full time;Medium;Married;Low;No
Female;30;Full time;High;Married;Low;Yes 
Male;52;Full time;Medium;Married;Medium;Yes 
Female;55;Unemployed;Low;Married;Low;No
Female;42;Full time;High;Married;High;No
Male;48;Full time;High;DP;High;No
Male;50;Self employed;High;Married;Medium;Yes 
Male;32;Unemployed;Medium;DP;Low;No
Male;20;A student;High;Single;Medium;No
Male;23;Part time;High;Single;Medium;No
Male;25;Full time;High;Single;Low;No
Male;36;Full time;High;Single;Medium;No
Female;43;Unemployed;Medium;Married;Low;No
Female;46;Full time;Low;Married;Medium;Yes 
Male;47;Self employed;Medium;Married;High;No
Male;49;Unemployed;Medium;Single;Medium;Yes 
Female;45;Unemployed;High;Married;Low;No
Male;38;Self employed;Low;Married;Medium;Yes 
Male;56;Self employed;Medium;Single;High;No
Female;38;Part time;Medium;Married;Medium;No
Male;51;Full time;High;Married;High;No
Male;51;Unemployed;Medium;Divorced;Low;Yes 
Male;55;Self employed;High;Married;Medium;No
Male;47;Full time;High;Married;High;Yes 
Female;40;Full time;Low;DP;Low;Yes 
Male;54;Full time;Medium;Married;High;No
Male;58;Self employed;High;Married;High;Yes 
Female;33;Full time;Medium;Single;Medium;No
Female;28;Unemployed;High;DP;Low;Yes 
Male;35;Full time;High;Married;Medium;No
Female;53;Full time;Low;Divorced;Medium;Yes 
Male;36;Full time;Medium;Married;Medium;No
Female;30;Unemployed;Low;Single;Low;No
Male;53;Full time;Medium;Married;High;Yes 
Female;50;Part time;Low;Married;Low;No
Male;31;Full time;Low;Married;Low;Yes 
Female;35;Full time;High;Married;High;No
Male;59;Full time;Medium;Married;Medium;Yes 
Female;38;Full time;High;Married;High;Yes 
Male;30;Full time;High;Single;Medium;Yes 
Male;21;Unemployed;Low;Single;Medium;No
Male;42;Full time;High;Divorced;Low;No
Female;45;Retired;High;Married;High;No
Male;56;Full time;High;Married;High;Yes 
Female;53;Full time;High;Married;High;Yes 
Male;62;Retired;Medium;Married;High;No
Male;52;Full time;High;Married;High;No
Male;27;Full time;High;Single;Low;No
Male;42;Full time;High;Married;Medium;No
Female;23;Unemployed;Medium;Single;Low;No
Male;46;Full time;High;Married;High;Yes 
Female;37;Unemployed;Low;Married;Low;No
Male;42;Full time;High;Single;Medium;No
Male;45;Full time;High;Married;High;Yes 
Female;37;Full time;High;Single;Medium;Yes 
Female;61;Retired;Medium;Married;Low;No
Female;58;Full time;High;Married;High;Yes 
Female;28;Prefer not to answer;Medium;DP;Medium;Yes 
Male;57;Full time;High;Married;High;No
Male;38;Full time;High;Married;High;Yes 
Male;33;Full time;High;Single;Medium;Yes 
Female;30;Full time;High;Married;High;No
Male;48;Full time;High;Married;High;No
Male;30;Self employed;Low;DP;Medium;Yes 
Female;55;Full time;Medium;Married;High;Yes 
Male;60;Retired;High;Married;High;No
Female;33;Part time;High;Single;Medium;Yes 
Female;33;Full time;High;Married;High;No
Male;31;Full time;High;Married;High;No
Female;37;Unemployed;Medium;Married;Low;No
Male;37;Full time;High;Married;High;No
Male;52;Full time;Medium;Married;High;No
Male;56;Full time;High;Married;High;Yes 
Male;30;Full time;Low;Single;Medium;Yes 
Male;29;Full time;High;Single;Medium;No
Female;31;Full time;High;Married;Medium;Yes 
Male;42;Full time;High;Married;Medium;Yes 
Female;37;Unemployed;Medium;Married;High;No
Female;48;Prefer not to answer;High;Married;High;No
Male;32;Full time;High;Married;High;Yes 
Male;31;Full time;High;Married;Low;No
Female;56;Full time;High;Single;High;No
Male;36;Full time;High;Married;Medium;Yes 
Male;57;Full time;High;Married;Medium;No
Male;62;Retired;Medium;Married;High;Yes 
Male;64;Self employed;High;Married;Medium;No
Male;24;Full time;High;Single;Low;Yes 
Female;57;Part time;Medium;Married;Low;No
Male;55;Self employed;High;Married;High;No
Male;37;Full time;High;Married;Low;Yes 
Male;32;Full time;High;DP;High;Yes 
Female;57;Retired;High;Married;High;No
Male;37;Full time;High;Married;Medium;No
Male;20;Unemployed;Medium;Single;High;No
Male;32;Full time;High;Married;High;No
Male;55;Full time;High;Married;High;No
Male;44;Full time;High;Single;Medium;Yes 
Female;57;Full time;High;Married;High;Yes 
Male;23;A student;High;Single;Low;No
Female;24;Unemployed;Low;DP;Low;Yes 
Female;43;Self employed;Low;Married;Medium;Yes 
Male;49;Full time;High;Married;High;Yes 
Female;60;Full time;Medium;Married;High;No
Female;55;Unemployed;Medium;Married;High;No
Male;48;Self employed;Medium;Single;Low;Yes 
Male;53;Part time;High;Married;High;No
Female;24;Full time;High;Single;Low;Yes 
Male;26;Full time;High;Single;High;No
Male;30;Full time;Medium;Married;Medium;Yes 
Male;32;Full time;High;Married;Medium;Yes 
Male;36;Full time;High;Single;Medium;Yes 
Male;46;Full time;High;Married;High;Yes 
Female;58;Part time;Low;Divorced;Low;Yes 
Male;33;Full time;High;Married;High;No
Female;47;Unemployed;Medium;Married;Medium;Yes 
Female;41;Part time;High;Married;Medium;No
Male;55;Full time;Medium;Married;Low;Yes 
Female;42;Full time;High;Married;High;No
Male;31;Part time;Low;Married;Low;No
Female;30;Full time;High;Single;High;No
Male;53;Unemployed;Medium;Single;Medium;No
Female;37;Full time;High;Married;High;No
Male;57;Part time;High;Married;High;No
Male;22;A student;High;Single;Medium;Yes 
Male;47;Full time;High;Divorced;High;Yes 
Male;45;Self employed;High;Married;High;Yes 
Female;27;Part time;High;Single;Medium;No
Female;38;Unemployed;Medium;Married;Medium;No
Male;55;Full time;High;Married;High;Yes 
Female;27;Full time;High;Single;High;Yes 
Female;42;Part time;Medium;Married;Low;Yes 
Female;60;Full time;High;Married;Low;Yes 
Female;31;Unemployed;High;Married;Medium;Yes 
Female;27;Full time;High;Married;High;Yes 
Male;27;Full time;High;Single;Medium;No
Female;55;Full time;High;Married;High;Yes 
Male;40;Full time;High;Married;High;No
Female;48;Prefer not to answer;Medium;Married;Medium;Yes 
Male;23;Full time;High;Single;Medium;Yes 
Male;47;Full time;High;Married;High;No
Female;31;Part time;Medium;DP;Medium;No
Female;21;Unemployed;Medium;Married;High;Yes 
Male;41;Self employed;High;Married;High;Yes 
Male;22;Unemployed;Medium;Single;Low;No
Male;53;Full time;High;Married;High;No
Female;48;Part time;High;Married;High;No
Female;34;Full time;High;Single;High;No
Female;33;Unemployed;High;Married;Medium;No
Male;54;Self employed;High;Married;High;No
Female;48;Full time;Medium;Married;Low;Yes 
Female;53;Unemployed;Low;Married;Medium;Yes 
Female;46;Unemployed;Medium;Single;Low;No
Female;31;Part time;Low;Married;Medium;Yes 
Male;56;Full time;Medium;DP;High;Yes 
Female;34;Unemployed;High;Married;High;No
Male;23;Full time;High;Single;High;No
Female;46;Unemployed;High;Married;Medium;Yes 
Male;54;Full time;Medium;Married;Medium;No
Male;29;Full time;High;Single;Medium;Yes 
Female;32;Full time;High;Married;High;Yes 
Male;45;Full time;High;Married;Medium;No
Female;39;Full time;Medium;Single;Medium;No
Female;44;Full time;Medium;Single;Medium;No
Male;58;Full time;Medium;Married;High;Yes 
Female;38;Part time;Medium;Married;Medium;No
Female;46;Unemployed;High;Married;High;No
Male;25;Part time;High;Single;High;Yes 
Male;61;Full time;High;DP;High;Yes 
Male;42;Full time;Low;Divorced;High;No
Female;39;Part time;High;Single;Medium;Yes 
Female;24;Full time;High;Single;Low;No
Male;48;Full time;High;Single;Medium;No
Male;48;Full time;High;Married;High;Yes 
